chrom	start	end	value
Fvb5	17640203	17640302	-0.222222222
Fvb5	17665203	17665302	-0.320138889
Fvb5	17827903	17828002	-0.270152311
Fvb5	18016003	18016102	0.310204082
Fvb5	18016303	18016402	0.3114241
Fvb5	18105903	18106002	-0.308203991
Fvb5	18170403	18170502	-0.27008547
Fvb5	18175803	18175902	0.40296496
Fvb5	18203103	18203202	0.358888889
Fvb5	18340103	18340202	-0.265753425
Fvb5	18369503	18369602	-0.398444252
Fvb5	18389103	18389202	0.318635764
Fvb5	18572603	18572702	0.265862069
Fvb5	18605503	18605602	0.248930481
Fvb5	18735203	18735302	0.350961538
Fvb5	18736903	18737002	0.297727273
Fvb5	18795803	18795902	0.347147147
Fvb5	19125903	19126002	-0.368159204
Fvb5	19198603	19198702	0.305476673
Fvb5	19332303	19332402	-0.302083333
Fvb5	19341903	19342002	-0.231707317
Fvb5	19486603	19486702	-0.227783453
Fvb5	19500003	19500102	-0.403846154
Fvb5	19618603	19618702	-0.300058548
Fvb5	19910603	19910702	-0.216227928
Fvb5	20173903	20174002	0.235423889
Fvb5	20236303	20236402	-0.468475877
Fvb5	20538403	20538502	-0.20751634
Fvb5	20666303	20666402	0.232298137
Fvb5	20781103	20781202	0.221359101
Fvb5	20947603	20947702	-0.215384615
Fvb5	21244503	21244602	-0.256426202
Fvb5	21262303	21262402	0.338550725
Fvb5	21516303	21516402	-0.241201456
Fvb5	21731903	21732002	0.251388889
Fvb5	21819203	21819302	-0.237942808
Fvb5	21928503	21928602	0.265686671
Fvb5	21976903	21977002	0.239319965
Fvb5	21986003	21986102	-0.23879027
Fvb5	22070503	22070602	0.244553377
Fvb5	22086303	22086402	-0.243818681
Fvb5	22320803	22320902	-0.229881751
Fvb5	22528703	22528802	-0.274376417
Fvb5	22609703	22609802	-0.249425287
Fvb5	22650003	22650102	-0.280392157
Fvb5	22788303	22788402	-0.206377723
Fvb5	22942403	22942502	-0.239139785
Fvb5	23602503	23602602	0.260197221
Fvb5	23945403	23945502	0.236462991
Fvb5	24133503	24133602	0.364649012
Fvb5	24172403	24172502	-0.3875
Fvb5	24188703	24188802	0.349968613
Fvb5	24207803	24207902	-0.238135883
Fvb5	24280903	24281002	0.270714738
Fvb5	24343303	24343402	-0.311051693
Fvb5	24434203	24434302	-0.219248826
Fvb5	24473103	24473202	0.249721293
Fvb5	24530803	24530902	0.257051282
Fvb5	24542103	24542202	-0.454939759
Fvb5	24573403	24573502	-0.24
Fvb5	24623803	24623902	-0.314285714
Fvb5	24639903	24640002	-0.218101823
Fvb5	24665403	24665502	-0.202656173
Fvb5	24671203	24671302	0.24137931
Fvb5	24837003	24837102	-0.237037037
Fvb5	24991003	24991102	-0.447058824
Fvb5	25155803	25155902	0.249223417
Fvb5	25321103	25321202	-0.277146368
Fvb5	25354703	25354802	0.317105263
Fvb5	25409603	25409702	0.294539353
Fvb5	25409703	25409802	0.341396372
Fvb5	25483103	25483202	-0.262544803
Fvb5	25563403	25563502	0.259782609
Fvb5	25587803	25587902	-0.248005319
Fvb5	25676603	25676702	-0.280284591
Fvb5	25676703	25676802	-0.363090773
Fvb5	25676803	25676902	-0.259012539
Fvb5	25684103	25684202	-0.532212885
Fvb5	25689003	25689102	-0.350513617
Fvb5	25697903	25698002	0.27945432
Fvb5	25825803	25825902	0.269095698
Fvb5	25992203	25992302	0.212433257
Fvb5	26178903	26179002	-0.296503497
Fvb5	26383003	26383102	-0.23172988
Fvb5	26827203	26827302	0.238095238
Fvb5	27000503	27000602	-0.278225806
Fvb5	27137303	27137402	-0.238095238
Fvb5	27189603	27189702	-0.21340388
Fvb5	27204303	27204402	-0.237446809
Fvb5	27404303	27404402	-0.352226721
Fvb5	27524303	27524402	-0.260416667
Fvb5	27585403	27585502	-0.219373219
Fvb5	27747303	27747402	-0.287006579
Fvb5	27846303	27846402	-0.217641844
Fvb5	27882103	27882202	0.215654521
Fvb5	28042303	28042402	-0.381114551
Fvb5	28102003	28102102	0.311845286
Fvb5	28134903	28135002	-0.229280397
Fvb5	28153103	28153202	-0.27245283
Fvb5	28216303	28216402	-0.229203367
Fvb5	28311303	28311402	-0.239253064
Fvb5	28429903	28430002	-0.388888889
Fvb5	28751203	28751302	-0.222222222
Fvb5	28755303	28755402	0.222972973
Fvb5	28800003	28800102	0.344868035
Fvb5	28844903	28845002	-0.252033681
Fvb5	28890503	28890602	-0.293859649
Fvb5	29074403	29074502	0.276521739
Fvb5	29168403	29168502	0.317829457
Fvb5	29185403	29185502	0.283333333
Fvb5	29274503	29274602	-0.233944954
Fvb5	29351003	29351102	-0.209035213
Fvb6	151603	151702	0.254237288
Fvb6	212203	212302	-0.281578947
Fvb6	319103	319202	0.25974026
Fvb6	337903	338002	0.334248158
Fvb6	338503	338602	0.447431782
Fvb6	408403	408502	0.318681319
Fvb6	471503	471602	0.278846154
Fvb6	502003	502102	-0.236994949
Fvb6	736703	736802	-0.280357143
Fvb6	918203	918302	0.227567334
Fvb6	982403	982502	0.336911966
Fvb6	983203	983302	0.248412698
Fvb6	1103503	1103602	-0.408333333
Fvb6	1103603	1103702	-0.311188811
Fvb6	1108103	1108202	-0.265294118
Fvb6	1123903	1124002	0.326963025
Fvb6	1157403	1157502	-0.241840556
Fvb6	1228103	1228202	-0.288738739
Fvb6	1323103	1323202	-0.268762677
Fvb6	1384003	1384102	-0.307692308
Fvb6	1384303	1384402	-0.373511905
Fvb6	1458903	1459002	0.251513019
Fvb6	1567503	1567602	-0.230341762
Fvb6	1598203	1598302	0.242105263
Fvb6	1616603	1616702	-0.282051282
Fvb6	1708103	1708202	-0.297448166
Fvb6	1746903	1747002	-0.272457627
Fvb6	1823703	1823802	-0.244239631
Fvb6	1928403	1928502	-0.248196248
Fvb6	1977903	1978002	0.271072797
Fvb6	1984903	1985002	-0.203774486
Fvb6	2001803	2001902	-0.208689928
Fvb6	2011003	2011102	-0.258317025
Fvb6	2151703	2151802	-0.214225053
Fvb6	2218003	2218102	-0.253679654
Fvb6	2348903	2349002	0.392621871
Fvb6	2410603	2410702	0.213235294
Fvb6	2444003	2444102	0.217391304
Fvb6	2564703	2564802	0.287775996
Fvb6	2615903	2616002	0.305494505
Fvb6	2620403	2620502	-0.244107744
Fvb6	2628703	2628802	-0.259372349
Fvb6	2675403	2675502	0.258813161
Fvb6	2766303	2766402	-0.279009608
Fvb6	2943403	2943502	-0.281578947
Fvb6	2991503	2991602	0.32388664
Fvb6	3186103	3186202	0.210520297
Fvb6	3306003	3306102	-0.297752809
Fvb6	3344803	3344902	-0.229033157
Fvb6	3416803	3416902	-0.243330219
Fvb6	3520303	3520402	-0.358064516
Fvb6	3597403	3597502	0.237198068
Fvb6	3607503	3607602	-0.347011145
Fvb6	3628703	3628802	-0.220060332
Fvb6	3636003	3636102	0.202884587
Fvb6	4051403	4051502	-0.25
Fvb6	4180103	4180202	0.218253968
Fvb6	4213903	4214002	0.344716495
Fvb6	4318603	4318702	0.234367763
Fvb6	4457703	4457802	-0.278431373
Fvb6	4700903	4701002	-0.246515333
Fvb6	4725803	4725902	-0.268939394
Fvb6	4781003	4781102	0.293604651
Fvb6	4784303	4784402	0.263184584
Fvb6	4847203	4847302	-0.276936027
Fvb6	4921903	4922002	0.204109589
Fvb6	4932103	4932202	0.214471969
Fvb6	4951003	4951102	0.261251167
Fvb6	5046503	5046602	0.358169935
Fvb6	5116203	5116302	-0.300869565
Fvb6	5346703	5346802	-0.25
Fvb6	5407103	5407202	-0.376237624
Fvb6	5524203	5524302	-0.295321637
Fvb6	5598703	5598802	0.38600328
Fvb6	5599403	5599502	0.360714286
Fvb6	5611503	5611602	-0.212765957
Fvb6	5687003	5687102	0.239867354
Fvb6	5696003	5696102	0.235294118
Fvb6	5769203	5769302	0.543010753
Fvb6	5888903	5889002	-0.349137931
Fvb6	5897903	5898002	-0.349090909
Fvb6	5912203	5912302	-0.34222973
Fvb6	6005603	6005702	-0.349066214
Fvb6	6029003	6029102	-0.337732919
Fvb6	6230203	6230302	-0.32837109
Fvb6	6263003	6263102	-0.216666667
Fvb6	6364603	6364702	-0.262867647
Fvb6	6401703	6401802	0.435930736
Fvb6	6403203	6403302	0.476923077
Fvb6	6436203	6436302	0.319758335
Fvb6	6497003	6497102	-0.204591837
Fvb6	6635803	6635902	-0.307692308
Fvb6	6642803	6642902	0.251572327
Fvb6	6647603	6647702	-0.239495798
Fvb6	6748303	6748402	0.223225806
Fvb6	6908203	6908302	0.349542334
Fvb6	6922103	6922202	0.21106383
Fvb6	7105603	7105702	0.308190081
Fvb6	7394103	7394202	-0.287534247
Fvb6	7419203	7419302	0.295625943
Fvb6	7658703	7658802	-0.244738262
Fvb6	7665003	7665102	0.32
Fvb6	7822903	7823002	-0.228604119
Fvb6	7920303	7920402	0.383971292
Fvb6	7926803	7926902	-0.37009544
Fvb6	8112003	8112102	0.429541596
Fvb6	8275903	8276002	-0.218253968
Fvb6	8296803	8296902	0.256770567
Fvb6	8637303	8637402	-0.342948718
Fvb6	8644903	8645002	0.333333333
Fvb6	8711103	8711202	-0.2696567
Fvb6	8778403	8778502	-0.469827586
Fvb6	8920903	8921002	-0.345410628
Fvb6	9076503	9076602	-0.287878788
Fvb6	9090303	9090402	0.229591837
Fvb6	9185403	9185502	0.266571835
Fvb6	9412403	9412502	-0.37625
Fvb6	9600603	9600702	-0.2715311
Fvb6	9703803	9703902	-0.428301093
Fvb6	9721903	9722002	-0.216176471
Fvb6	9777403	9777502	-0.227984344
Fvb6	9823403	9823502	-0.234517766
Fvb6	9833103	9833202	-0.509578544
Fvb6	9877103	9877202	0.4
Fvb6	10132603	10132702	-0.220038603
Fvb6	10173603	10173702	-0.244283414
Fvb6	10208503	10208602	-0.213369963
Fvb6	10281103	10281202	-0.336538462
Fvb6	10369803	10369902	0.409379968
Fvb6	10424803	10424902	0.205458613
Fvb6	10583803	10583902	-0.238095238
Fvb6	10639303	10639402	-0.206096952
Fvb6	11146803	11146902	-0.357549858
Fvb6	11150803	11150902	-0.255059678
Fvb6	11332903	11333002	-0.217439703
Fvb6	11409503	11409602	-0.375342466
Fvb6	11409603	11409702	-0.335118538
Fvb6	11605503	11605602	-0.204044118
Fvb6	11668303	11668402	0.323095823
Fvb6	11677003	11677102	-0.283936652
Fvb6	11695403	11695502	-0.274390244
Fvb6	11702903	11703002	0.271345029
Fvb6	11840603	11840702	0.209929078
Fvb6	12013303	12013402	0.308443523
Fvb6	12026203	12026302	-0.329411765
Fvb6	12118103	12118202	0.250477679
Fvb6	12319503	12319602	-0.241558442
Fvb6	12330003	12330102	0.209302326
Fvb6	12350203	12350302	0.25501771
Fvb6	12358503	12358602	-0.343406593
Fvb6	12363003	12363102	-0.245448839
Fvb6	12598803	12598902	-0.246078431
Fvb6	12599503	12599602	0.225609756
Fvb6	12601703	12601802	0.294626594
Fvb6	12717003	12717102	0.235714286
Fvb6	12781103	12781202	-0.261678463
Fvb6	12961703	12961802	-0.302222222
Fvb6	13051403	13051502	-0.235151515
Fvb6	13135303	13135402	-0.216654385
Fvb6	13139003	13139102	0.208333333
Fvb6	13229803	13229902	-0.277777778
Fvb6	13320803	13320902	-0.288537549
Fvb6	13329503	13329602	-0.200223159
Fvb6	13338803	13338902	-0.287210757
Fvb6	13474703	13474802	0.4
Fvb6	13862303	13862402	-0.243734015
Fvb6	14104803	14104902	-0.407142857
Fvb6	14146403	14146502	-0.22515528
Fvb6	14253203	14253302	0.258039216
Fvb6	14365403	14365502	0.344622905
Fvb6	14630303	14630402	-0.35326087
Fvb6	14740003	14740102	0.375160051
Fvb6	14789303	14789402	-0.279797601
Fvb6	15065203	15065302	0.207366365
Fvb6	15245803	15245902	0.229824561
Fvb6	15529803	15529902	-0.304914371
Fvb6	15676103	15676202	0.469347396
Fvb6	15729703	15729802	-0.229096284
Fvb6	15964203	15964302	-0.376794258
Fvb6	15969103	15969202	-0.354567308
Fvb6	16236903	16237002	0.227287582
Fvb6	16247903	16248002	0.303760849
Fvb6	16248303	16248402	-0.303698435
Fvb6	16298103	16298202	-0.257703081
Fvb6	16355603	16355702	-0.267669173
Fvb6	16537903	16538002	-0.257004831
Fvb6	16783903	16784002	0.217297297
Fvb6	16784803	16784902	0.383512545
Fvb6	16927103	16927202	0.215801887
Fvb6	16937003	16937102	-0.239473684
Fvb6	17122303	17122402	-0.203703704
Fvb6	17142103	17142202	0.288888889
Fvb6	17165803	17165902	-0.275555556
Fvb6	17434703	17434802	-0.201787995
Fvb6	17456803	17456902	0.302745098
Fvb6	17567603	17567702	0.254787234
Fvb6	17600603	17600702	-0.262962963
Fvb6	17602403	17602502	-0.208142857
Fvb6	17651303	17651402	0.25
Fvb6	17741203	17741302	-0.251488095
Fvb6	17844503	17844602	-0.291666667
Fvb6	17863603	17863702	-0.25022686
Fvb6	17991703	17991802	-0.235507246
Fvb6	18074603	18074702	-0.204040404
Fvb6	18191603	18191702	0.366041366
Fvb6	18574603	18574702	-0.429064039
Fvb6	18581403	18581502	-0.342857143
Fvb6	18761003	18761102	-0.207296849
Fvb6	18789503	18789602	-0.247075505
Fvb6	18796503	18796602	-0.294005346
Fvb6	18962103	18962202	0.204675964
Fvb6	19053903	19054002	-0.203846154
Fvb6	19110503	19110602	0.277777778
Fvb6	19117603	19117702	0.243453355
Fvb6	19199003	19199102	-0.27972561
Fvb6	19222103	19222202	-0.447712418
Fvb6	19496903	19497002	-0.255822981
Fvb6	19764303	19764402	-0.210323575
Fvb6	19816803	19816902	-0.299647474
Fvb6	19893003	19893102	-0.285639413
Fvb6	19955403	19955502	-0.241804427
Fvb6	19970703	19970802	0.229166667
Fvb6	19994103	19994202	-0.362105263
Fvb6	20182603	20182702	0.235045917
Fvb6	20353203	20353302	0.255722326
Fvb6	20495003	20495102	-0.481927711
Fvb6	20498603	20498702	-0.325197002
Fvb6	20581403	20581502	-0.314285714
Fvb6	20776503	20776602	-0.314479638
Fvb6	20857603	20857702	-0.275678461
Fvb6	20955803	20955902	-0.343924192
Fvb6	20986903	20987002	-0.213235294
Fvb6	21231503	21231602	-0.305766526
Fvb6	21302203	21302302	-0.577142857
Fvb6	21488203	21488302	-0.25
Fvb6	21941303	21941402	-0.23676542
Fvb6	21961203	21961302	0.233981693
Fvb6	22267103	22267202	-0.325615973
Fvb6	22474803	22474902	-0.260869565
Fvb6	22604303	22604402	-0.276806802
Fvb6	22652303	22652402	0.224121375
Fvb6	22669003	22669102	-0.333333333
Fvb6	22896603	22896702	0.204129334
Fvb6	23001603	23001702	-0.305707075
Fvb6	23295603	23295702	0.278909613
Fvb6	23325003	23325102	0.528681743
Fvb6	23340103	23340202	0.376960784
Fvb6	23356203	23356302	-0.332285115
Fvb6	23412203	23412302	-0.320200125
Fvb6	23556803	23556902	-0.24
Fvb6	23582003	23582102	-0.241261722
Fvb6	23599003	23599102	-0.314879675
Fvb6	23642203	23642302	-0.221884498
Fvb6	23900103	23900202	-0.22161907
Fvb6	23958603	23958702	0.234504132
Fvb6	24072003	24072102	-0.272959184
Fvb6	24318903	24319002	0.244725738
Fvb6	24438303	24438402	-0.354166667
Fvb6	24584403	24584502	-0.292982456
Fvb6	24774503	24774602	0.20021333
Fvb6	24837103	24837202	-0.377407407
Fvb6	25011803	25011902	-0.243243243
Fvb6	25129003	25129102	0.256410256
Fvb6	25218403	25218502	-0.270377271
Fvb6	25237403	25237502	0.255749129
Fvb6	25256603	25256702	-0.423963134
Fvb6	25287703	25287802	-0.205823694
Fvb6	25293203	25293302	-0.202279202
Fvb6	25391303	25391402	0.280587833
Fvb6	25649603	25649702	-0.301075269
Fvb6	25827503	25827602	-0.416666667
Fvb6	25829703	25829802	-0.276785714
Fvb6	25911803	25911902	-0.224367089
Fvb6	26004203	26004302	-0.204980843
Fvb6	26010903	26011002	-0.3145917
Fvb6	26075303	26075402	-0.225225225
Fvb6	26174703	26174802	-0.314339981
Fvb6	26182503	26182602	0.257575758
Fvb6	26191703	26191802	-0.321324245
Fvb6	26213703	26213802	-0.241161616
Fvb6	26317603	26317702	-0.315754779
Fvb6	26411203	26411302	-0.313932981
Fvb6	26575103	26575202	-0.210526316
Fvb6	26725203	26725302	-0.291929382
Fvb6	26811603	26811702	0.299399199
Fvb6	26903703	26903802	-0.246938776
Fvb6	27000303	27000402	0.420168067
Fvb6	27108103	27108202	-0.259696122
Fvb6	27147403	27147502	0.263795344
Fvb6	27147503	27147602	0.258796532
Fvb6	27178703	27178802	-0.21413802
Fvb6	27178903	27179002	-0.292567897
Fvb6	27179103	27179202	-0.269678593
Fvb6	27278003	27278102	0.260182584
Fvb6	27347303	27347402	-0.256867233
Fvb6	27490003	27490102	-0.230497498
Fvb6	27701803	27701902	0.240310078
Fvb6	27755903	27756002	-0.243316544
Fvb6	27758103	27758202	0.266233766
Fvb6	27806403	27806502	0.239869861
Fvb6	27807203	27807302	0.353365385
Fvb6	27818703	27818802	-0.210442118
Fvb6	27861003	27861102	-0.23193965
Fvb6	28037703	28037802	-0.276364274
Fvb6	28089503	28089602	0.214285714
Fvb6	28177703	28177802	0.273529412
Fvb6	28222403	28222502	-0.24742268
Fvb6	28265403	28265502	0.371228448
Fvb6	28371603	28371702	-0.302484302
Fvb6	28432103	28432202	-0.234593186
Fvb6	28498503	28498602	-0.261382114
Fvb6	29027303	29027402	0.264285714
Fvb6	29121503	29121602	0.213903743
Fvb6	29121803	29121902	-0.310568295
Fvb6	29166803	29166902	-0.278050491
Fvb6	29531703	29531802	-0.25
Fvb6	29613403	29613502	-0.281686047
Fvb6	29683803	29683902	0.230617867
Fvb6	29688503	29688602	-0.5
Fvb6	29873703	29873802	-0.230528093
Fvb6	30205803	30205902	0.212474012
Fvb6	30242703	30242802	-0.231060606
Fvb6	30275403	30275502	-0.491525424
Fvb6	30320803	30320902	-0.262105263
Fvb6	30397203	30397302	0.233997155
Fvb6	30530103	30530202	-0.36
Fvb6	30599203	30599302	-0.215079365
Fvb6	30607503	30607602	-0.27755102
Fvb6	30618503	30618602	-0.259103641
Fvb6	30721303	30721402	-0.416666667
Fvb6	30914903	30915002	-0.289285714
Fvb6	31032103	31032202	-0.21075388
Fvb6	31156803	31156902	-0.322245322
Fvb6	31216803	31216902	-0.316430818
Fvb6	31303003	31303102	-0.211125338
Fvb6	31303503	31303602	-0.331202046
Fvb6	31314203	31314302	-0.342617153
Fvb6	31527803	31527902	0.385714286
Fvb6	31528703	31528802	-0.282591725
Fvb6	31589203	31589302	-0.266682113
Fvb6	31715803	31715902	0.311767333
Fvb6	31742003	31742102	0.278846154
Fvb6	31742203	31742302	0.218530978
Fvb6	32007303	32007402	0.267857143
Fvb6	32018803	32018902	0.362204724
Fvb6	32124003	32124102	-0.20396793
Fvb6	32139303	32139402	-0.388607167
Fvb6	32243003	32243102	-0.226370953
Fvb6	32364903	32365002	0.321821822
Fvb6	32582103	32582202	0.274107143
Fvb6	32887203	32887302	-0.26478376
Fvb6	32891403	32891502	0.267857143
Fvb6	32921903	32922002	-0.214455307
Fvb6	33024703	33024802	0.367063492
Fvb6	33098503	33098602	0.297744361
Fvb6	33151803	33151902	-0.323205965
Fvb6	33161503	33161602	-0.240701754
Fvb6	33209803	33209902	-0.29756871
Fvb6	33226103	33226202	0.38005191
Fvb6	33263703	33263802	0.406644518
Fvb6	33331003	33331102	-0.231501832
Fvb6	33337803	33337902	-0.265625
Fvb6	33414503	33414602	-0.23
Fvb6	33476203	33476302	0.278696742
Fvb6	33617803	33617902	0.322608323
Fvb6	33685903	33686002	0.251844844
Fvb6	33745303	33745402	0.283173348
Fvb6	33789803	33789902	-0.372461274
Fvb6	33903303	33903402	0.366500829
Fvb6	34061003	34061102	0.339593759
Fvb6	34139403	34139502	-0.359354839
Fvb6	34150703	34150802	-0.244579946
Fvb6	34279003	34279102	0.211870027
Fvb6	34368303	34368402	-0.391891892
Fvb6	34472003	34472102	0.203290247
Fvb6	34503603	34503702	-0.23015873
Fvb6	34505903	34506002	-0.441269841
Fvb6	34506003	34506102	-0.292929293
Fvb6	34537003	34537102	0.354954955
Fvb6	34573503	34573602	0.269850321
Fvb6	34603303	34603402	-0.200413223
Fvb6	34674303	34674402	-0.279888786
Fvb6	34776203	34776302	-0.255081301
Fvb6	34894203	34894302	0.340086207
Fvb6	34933203	34933302	-0.316875653
Fvb6	34993603	34993702	-0.385237614
Fvb6	34993703	34993802	-0.362803075
Fvb6	35011403	35011502	0.29533239
Fvb6	35054603	35054702	0.231372549
Fvb6	35235403	35235502	0.341091954
Fvb6	35269203	35269302	-0.239448052
Fvb6	35342103	35342202	-0.260162602
Fvb6	35372703	35372802	0.322222222
Fvb6	35413803	35413902	0.527412281
Fvb6	35424603	35424702	-0.285714286
Fvb6	35548303	35548402	0.207769424
Fvb6	35570803	35570902	0.434086629
Fvb6	35645103	35645202	-0.245401174
Fvb6	35681503	35681602	-0.238170764
Fvb6	35707703	35707802	0.338978766
Fvb6	35808503	35808602	-0.358790057
Fvb6	35884503	35884602	-0.235857878
Fvb6	35998103	35998202	-0.289981618
Fvb6	36003103	36003202	-0.366807611
Fvb6	36125003	36125102	-0.225843122
Fvb6	36450903	36451002	0.209150327
Fvb6	36505903	36506002	-0.303872054
Fvb6	36601703	36601802	0.279069767
Fvb6	36670703	36670802	0.293939394
Fvb6	36694003	36694102	0.203838745
Fvb6	36748503	36748602	-0.219726672
Fvb6	36920803	36920902	0.495762712
Fvb6	37077403	37077502	0.259748687
Fvb6	37134903	37135002	0.320754717
Fvb6	37205003	37205102	-0.213773314
Fvb6	37318003	37318102	-0.330357143
Fvb6	37336303	37336402	-0.294017094
Fvb6	37350603	37350702	-0.266055046
Fvb6	37360503	37360602	-0.203079179
Fvb6	37403303	37403402	0.276105651
Fvb6	37437703	37437802	-0.281996326
Fvb6	37491403	37491502	-0.206222829
Fvb6	37598303	37598402	-0.261363636
Fvb6	37604103	37604202	-0.384716733
Fvb6	37758603	37758702	0.332692308
Fvb6	37799003	37799102	-0.226666667
Fvb6	37935603	37935702	-0.292857143
Fvb6	38080803	38080902	0.247882682
Fvb6	38327003	38327102	-0.208584842
Fvb6	38376503	38376602	-0.231633407
Fvb6	38481903	38482002	0.220238095
Fvb6	38482003	38482102	0.22549149
Fvb6	38574103	38574202	-0.400221729
Fvb6	38589003	38589102	0.227931489
Fvb6	38619403	38619502	-0.431372549
Fvb6	38657803	38657902	-0.251894623
Fvb6	38814903	38815002	-0.316483516
Fvb6	38839103	38839202	0.308597285
Fvb6	38972803	38972902	0.257575758
Fvb6	38988503	38988602	-0.237566505
Fvb6	39180303	39180402	0.259896042
Fvb6	39359303	39359402	-0.283928571
Fvb6	39389203	39389302	-0.401084011
Fvb6	39389903	39390002	-0.266770186
Fvb6	39408503	39408602	0.230095365
Fvb7	753002	753101	-0.218321562
Fvb7	753202	753301	-0.286393345
Fvb7	807502	807601	-0.316912972
Fvb7	904802	904901	-0.384615385
Fvb7	1178402	1178501	0.208299866
Fvb7	1207302	1207401	-0.206292314
Fvb7	1316702	1316801	-0.237179487
Fvb7	1553402	1553501	-0.295231417
Fvb7	1553602	1553701	-0.233226297
Fvb7	1700602	1700701	-0.216117216
Fvb7	1716002	1716101	-0.231132075
Fvb7	1736902	1737001	-0.308333333
Fvb7	1768802	1768901	0.205617147
Fvb7	1791202	1791301	-0.281593407
Fvb7	1866702	1866801	-0.202820282
Fvb7	1893602	1893701	-0.211965812
Fvb7	2226402	2226501	-0.410092395
Fvb7	2278602	2278701	0.235294118
Fvb7	2350202	2350301	-0.225774717
Fvb7	2410202	2410301	-0.276515152
Fvb7	2738902	2739001	0.256676136
Fvb7	2798602	2798701	-0.330683625
Fvb7	2802902	2803001	-0.259649123
Fvb7	2931402	2931501	-0.22949864
Fvb7	2951102	2951201	-0.280137773
Fvb7	2951202	2951301	-0.407393146
Fvb7	3173102	3173201	0.246524307
Fvb7	3191702	3191801	-0.222222222
Fvb7	3397402	3397501	-0.298574644
Fvb7	3784902	3785001	-0.317307692
Fvb7	4248202	4248301	-0.329621849
Fvb7	4384502	4384601	-0.273565713
Fvb7	4435902	4436001	-0.51461039
Fvb7	4499202	4499301	-0.372655123
Fvb7	4669902	4670001	0.228921819
Fvb7	4923602	4923701	0.325814536
Fvb7	5017702	5017801	-0.299019608
Fvb7	5088902	5089001	-0.311554749
Fvb7	5404602	5404701	0.203225806
Fvb7	5441102	5441201	-0.324285714
Fvb7	5490202	5490301	-0.224389273
Fvb7	5514202	5514301	-0.279069767
Fvb7	5741802	5741901	0.369950596
Fvb7	5777902	5778001	-0.38277512
Fvb7	5792802	5792901	-0.277900858
Fvb7	5819302	5819401	-0.25
Fvb7	5839402	5839501	-0.315789474
Fvb7	5863702	5863801	-0.270833333
Fvb7	6043002	6043101	0.260963891
Fvb7	6375502	6375601	-0.364864865
Fvb7	6375602	6375701	-0.252866884
Fvb7	6375702	6375801	-0.3136289
Fvb7	6408502	6408601	-0.391472868
Fvb7	6431802	6431901	0.330745342
Fvb7	6603002	6603101	-0.305986696
Fvb7	6818402	6818501	0.264705882
Fvb7	6820302	6820401	-0.298408488
Fvb7	6972802	6972901	0.265584416
Fvb7	7167302	7167401	0.266682612
Fvb7	7232902	7233001	-0.213996835
Fvb7	7734602	7734701	0.253861004
Fvb7	7760702	7760801	0.375862069
Fvb7	7762902	7763001	0.276030748
Fvb7	7980702	7980801	-0.293706294
Fvb7	8129902	8130001	0.347883598
Fvb7	8253602	8253701	-0.23567447
Fvb7	8259402	8259501	-0.324271845
Fvb7	8306002	8306101	-0.29483066
Fvb7	8319702	8319801	-0.231132075
Fvb7	8432302	8432401	-0.213531353
Fvb7	8624002	8624101	-0.204881953
Fvb7	8665302	8665401	-0.277777778
Fvb7	9021602	9021701	-0.261863782
Fvb7	9208902	9209001	-0.278590426
Fvb7	9262802	9262901	-0.270066647
Fvb7	9374902	9375001	0.219924812
Fvb7	9591602	9591701	0.282925408
Fvb7	9614302	9614401	-0.395833333
Fvb7	9666602	9666701	0.208333333
Fvb7	9686902	9687001	-0.294633078
Fvb7	9934902	9935001	-0.229121278
Fvb7	10257502	10257601	-0.218543046
Fvb7	10313902	10314001	0.311032864
Fvb7	10513402	10513501	-0.291161796
Fvb7	10644202	10644301	-0.261320755
Fvb7	10909402	10909501	0.380581148
Fvb7	10913202	10913301	0.306878307
Fvb7	10946902	10947001	-0.212264151
Fvb7	11103702	11103801	-0.205555556
Fvb7	11286102	11286201	-0.228831012
Fvb7	11527702	11527801	-0.269634688
Fvb7	11532002	11532101	-0.375849057
Fvb7	11583702	11583801	-0.377364865
Fvb7	11667502	11667601	-0.3875
Fvb7	11719502	11719601	-0.368381989
Fvb7	11842702	11842801	-0.372807018
Fvb7	12099202	12099301	0.407692308
Fvb7	12151302	12151401	-0.310479376
Fvb7	12218102	12218201	-0.222502806
Fvb7	12645402	12645501	0.370786517
Fvb7	12789002	12789101	0.214033019
Fvb7	12807302	12807401	-0.206666667
Fvb7	12841602	12841701	-0.339364035
Fvb7	12869702	12869801	-0.292207792
Fvb7	12905602	12905701	-0.359600444
Fvb7	13048502	13048601	0.324603175
Fvb7	13103102	13103201	-0.369363395
Fvb7	13120402	13120501	0.393753827
Fvb7	13371602	13371701	0.230492197
Fvb7	13455902	13456001	-0.240581626
Fvb7	13595902	13596001	-0.255834524
Fvb7	13624402	13624501	-0.441758242
Fvb7	13744102	13744201	-0.207183673
Fvb7	13747802	13747901	0.314780458
Fvb7	13879502	13879601	0.233333333
Fvb7	13880702	13880801	-0.257777778
Fvb7	13887602	13887701	-0.236010903
Fvb7	13950102	13950201	-0.259259259
Fvb7	14052102	14052201	-0.385714286
Fvb7	14110502	14110601	-0.244623656
Fvb7	14117002	14117101	0.373770492
Fvb7	14514702	14514801	0.253164557
Fvb7	14653902	14654001	-0.295845998
Fvb7	14693202	14693301	0.258823529
